AccountManage.PasswordToast_JP,パスワードの長さは5～20文字の間で設定する必要があります,,,,,,,,,
AccountManage.SamePassword_CN,新密码和旧密码相同,,,,,,,,,
AccountManage.SamePassword_EN,The new password is the same as the old password,,,,,,,,,
AccountManage.SamePassword_HK,新密碼與舊密碼相同,,,,,,,,,
AccountManage.SamePassword_JP,新しいパスワードは、古いパスワードと同じです。,,,,,,,,,
AccountManage.TabUserManage_CN,用户管理,,,,,,,,,
AccountManage.TabUserManage_EN,User Management,,,,,,,,,
AccountManage.TabUserManage_HK,用戶管理,,,,,,,,,
AccountManage.TabUserManage_JP,ユーザー管理,,,,,,,,,
AccountManage.TabUserNameInfo_CN,个人信息,,,,,,,,,
AccountManage.TabUserNameInfo_EN,Personal Information,,,,,,,,,
AccountManage.TabUserNameInfo_HK,個人信息,,,,,,,,,
AccountManage.TabUserNameInfo_JP,個人情報,,,,,,,,,
AccountManage.UpdateSuccess_CN,修改密码成功, 请重新登录,,,,,,,,
AccountManage.UpdateSuccess_EN,Password reset successful. Please log in again.,,,,,,,,,
AccountManage.UpdateSuccess_HK,修改密碼成功，請重新登錄,,,,,,,,,
AccountManage.UpdateSuccess_JP,パスワードの変更を成功した。もう一度ログインしてください,,,,,,,,,
AccountManage.Username_CN,用户名,,,,,,,,,
AccountManage.Username_EN,Username,,,,,,,,,
AccountManage.Username_HK,用戶名,,,,,,,,,
AccountManage.Username_JP,ユーザー名,,,,,,,,,
ArgumentConfig.AlgorithmFeature_CN,算法特性,,,,,,,,,
ArgumentConfig.AlgorithmFeature_EN,Algorithm Feature,,,,,,,,,
ArgumentConfig.AlgorithmFeature_HK,算法特性,,,,,,,,,
ArgumentConfig.AlgorithmFeature_JP,アルゴリズムの特徴,,,,,,,,,
ArgumentConfig.ApplyAllResults_CN,是否应用全部结果？应用后将覆盖之前的标注,,,,,,,,,
ArgumentConfig.ApplyAllResults_EN,Apply all results? When applied, it will overwrite the previous labels,,,,,,,,
ArgumentConfig.ApplyAllResults_HK,是否應用全部結果？應用後將覆蓋之前的標註,,,,,,,,,
ArgumentConfig.ApplyAllResults_JP,すべての結果を適用しますか？ 適用すると、以前のラベルが上書きされます,,,,,,,,,
ArgumentConfig.Date_CN,日期,,,,,,,,,
ArgumentConfig.Date_EN,Date,,,,,,,,,
ArgumentConfig.Date_HK,日期,,,,,,,,,
ArgumentConfig.Date_JP,日付,,,,,,,,,
ArgumentConfig.Description_CN,描述内容,,,,,,,,,
ArgumentConfig.Description_EN,Description,,,,,,,,,
ArgumentConfig.Description_HK,描述内容,,,,,,,,,
ArgumentConfig.Description_JP,説明,,,,,,,,,
ArgumentConfig.EnterPlaceHolder_CN,请输入1-10000,,,,,,,,,
ArgumentConfig.EnterPlaceHolder_EN,Please enter 1-10000,,,,,,,,,
ArgumentConfig.EnterPlaceHolder_HK,請輸入1-10000,,,,,,,,,
ArgumentConfig.EnterPlaceHolder_JP,1-10000と入力してください,,,,,,,,,
ArgumentConfig.GPUConfiguration_CN,GPU配置,,,,,,,,,
ArgumentConfig.GPUConfiguration_EN,GPU Configuration,,,,,,,,,
ArgumentConfig.GPUConfiguration_HK,GPU Configuration,,,,,,,,,
ArgumentConfig.GPUConfiguration_JP,GPU構成,,,,,,,,,
ArgumentConfig.GPUResource_CN,资源不足排队中,,,,,,,,,
ArgumentConfig.GPUResource_EN,Insufficient resources, in the process of excretion,,,,,,,,
ArgumentConfig.GPUResource_HK,資源不足排隊中,,,,,,,,,
ArgumentConfig.GPUResource_JP,列をなして、不十分な資源,,,,,,,,,
ArgumentConfig.GPUSelection_CN,GPU选项,,,,,,,,,
ArgumentConfig.GPUSelection_EN,GPU selection,,,,,,,,,
ArgumentConfig.GPUSelection_HK,GPU選項,,,,,,,,,
ArgumentConfig.GPUSelection_JP,GPUの選択,,,,,,,,,
ArgumentConfig.GPU_CN,卡,,,,,,,,,
ArgumentConfig.GPU_EN,GPU,,,,,,,,,
ArgumentConfig.GPU_HK,卡,,,,,,,,,
ArgumentConfig.GPU_JP,枚,,,,,,,,,
ArgumentConfig.HighPrecisionMode_CN,高精度模式,,,,,,,,,
ArgumentConfig.HighPrecisionMode_EN,High performance,,,,,,,,,
ArgumentConfig.HighPrecisionMode_HK,高精度模式,,,,,,,,,
ArgumentConfig.HighPrecisionMode_JP,高精度モード,,,,,,,,,
ArgumentConfig.InferenceSpeed_CN,推理速度,,,,,,,,,
ArgumentConfig.InferenceSpeed_EN,Inference Speed,,,,,,,,,
ArgumentConfig.InferenceSpeed_HK,推理速度,,,,,,,,,
ArgumentConfig.InferenceSpeed_JP,推論速度,,,,,,,,,
ArgumentConfig.LargeModel_CN,大模型,,,,,,,,,
ArgumentConfig.LargeModel_EN,Large Model,,,,,,,,,
ArgumentConfig.LargeModel_HK,大模型,,,,,,,,,
ArgumentConfig.LargeModel_JP,大型モデル,,,,,,,,,
ArgumentConfig.LowPowerMode_CN,低功耗模式,,,,,,,,,
ArgumentConfig.LowPowerMode_EN,Low power,,,,,,,,,
ArgumentConfig.LowPowerMode_HK,低功耗模式,,,,,,,,,
ArgumentConfig.LowPowerMode_JP,低電力モード,,,,,,,,,
ArgumentConfig.MediumModel_CN,中模型,,,,,,,,,
ArgumentConfig.MediumModel_EN,Medium Model,,,,,,,,,
ArgumentConfig.MediumModel_HK,中模型,,,,,,,,,
ArgumentConfig.MediumModel_JP,中型モデル,,,,,,,,,
ArgumentConfig.ModelType_CN,模型类型,,,,,,,,,
ArgumentConfig.ModelType_EN,Model Type,,,,,,,,,
ArgumentConfig.ModelType_HK,模型類型,,,,,,,,,
ArgumentConfig.ModelType_JP,モデルタイプ,,,,,,,,,
ArgumentConfig.Piece_CN,张,,,,,,,,,
ArgumentConfig.Piece_EN,Piece,,,,,,,,,
ArgumentConfig.Piece_HK,張,,,,,,,,,
ArgumentConfig.Piece_JP,ピース,,,,,,,,,
ArgumentConfig.ResourceAllocation_CN,资源分配,,,,,,,,,
ArgumentConfig.ResourceAllocation_EN,Resource allocation,,,,,,,,,
ArgumentConfig.ResourceAllocation_HK,資源分配,,,,,,,,,
ArgumentConfig.ResourceAllocation_JP,リソース配分,,,,,,,,,
ArgumentConfig.SmallModel_CN,小模型,,,,,,,,,
ArgumentConfig.SmallModel_EN,Small Model,,,,,,,,,
ArgumentConfig.SmallModel_HK,小模型,,,,,,,,,
ArgumentConfig.SmallModel_JP,小型モデル,,,,,,,,,
ArgumentConfig.TestImages_CN,测试集,,,,,,,,,
ArgumentConfig.TestImages_EN,Test Set,,,,,,,,,
ArgumentConfig.TestImages_HK,測試集,,,,,,,,,
ArgumentConfig.TestImages_JP,テストセット,,,,,,,,,
ArgumentConfig.TestSet_CN,测试集数量,,,,,,,,,
ArgumentConfig.TestSet_EN,Test Set,,,,,,,,,
ArgumentConfig.TestSet_HK,測試集數量,,,,,,,,,
ArgumentConfig.TestSet_JP,テストセット,,,,,,,,,
ArgumentConfig.TrainingEpoch_CN,请输入学习次数,,,,,,,,,
ArgumentConfig.TrainingEpoch_EN,Please enter the number training epochs,,,,,,,,,
ArgumentConfig.TrainingEpoch_HK,請輸入學習次數,,,,,,,,,
ArgumentConfig.TrainingEpoch_JP,トレーニングをする回数を入力してください。,,,,,,,,,
ArgumentConfig.TrainingImages_CN,训练集,,,,,,,,,
ArgumentConfig.TrainingImages_EN,Training Set,,,,,,,,,
ArgumentConfig.TrainingImages_HK,訓練集,,,,,,,,,
ArgumentConfig.TrainingImages_JP,トレーニングセット,,,,,,,,,
ArgumentConfig.TrainingParameters_CN,训练参数,,,,,,,,,
ArgumentConfig.TrainingParameters_EN,Training Parameters,,,,,,,,,
ArgumentConfig.TrainingParameters_HK,訓練參數,,,,,,,,,
ArgumentConfig.TrainingParameters_JP,トレーニングのパラメータ,,,,,,,,,
ArgumentConfig.TrainingSet_CN,训练集数量,,,,,,,,,
ArgumentConfig.TrainingSet_EN,Training Set,,,,,,,,,
ArgumentConfig.TrainingSet_HK,訓練集數量,,,,,,,,,
ArgumentConfig.TrainingSet_JP,トレーニングセット,,,,,,,,,
ArgumentConfig.TrainingTimes_CN,学习次数,,,,,,,,,
ArgumentConfig.TrainingTimes_EN,Training Times,,,,,,,,,
ArgumentConfig.TrainingTimes_HK,學習次數,,,,,,,,,
ArgumentConfig.TrainingTimes_JP,学習する回数,,,,,,,,,
ArgumentConfig.Version_CN,版本,,,,,,,,,
ArgumentConfig.Version_EN,Version,,,,,,,,,
ArgumentConfig.Version_HK,版本,,,,,,,,,
ArgumentConfig.Version_JP,バージョン,,,,,,,,,
BasicInfo.Close_CN,关闭,,,,,,,,,
BasicInfo.Close_EN,Close,,,,,,,,,
BasicInfo.Close_HK,關閉,,,,,,,,,
BasicInfo.Close_JP,閉じる,,,,,,,,,
BasicInfo.History_CN,历史版本对比,,,,,,,,,
BasicInfo.History_EN,Comparison of Historical Versions,,,,,,,,,
BasicInfo.History_HK,歷史版本對比,,,,,,,,,
BasicInfo.History_JP,歴代バージョンの比較,,,,,,,,,
BasicInfo.InQueue_CN,排队中,,,,,,,,,
BasicInfo.InQueue_EN,In Queue,,,,,,,,,
BasicInfo.InQueue_HK,排隊中,,,,,,,,,
BasicInfo.InQueue_JP,待機中,,,,,,,,,
BasicInfo.Information_CN,基础信息,,,,,,,,,
BasicInfo.Information_EN,Information,,,,,,,,,
BasicInfo.Information_HK,基礎信息,,,,,,,,,
BasicInfo.Information_JP,基本情報,,,,,,,,,
BasicInfo.NoHistory_CN,暂无历史版本,,,,,,,,,
BasicInfo.NoHistory_EN,No historical version,,,,,,,,,
BasicInfo.NoHistory_HK,暫無歷史版本,,,,,,,,,
BasicInfo.NoHistory_JP,歴史的なバージョンはありません。,,,,,,,,,
BasicInfo.ParameterInformation_CN,参数信息,,,,,,,,,
BasicInfo.ParameterInformation_EN,Parameter Information,,,,,,,,,
BasicInfo.ParameterInformation_HK,參數信息,,,,,,,,,
BasicInfo.ParameterInformation_JP,パラメータ情報,,,,,,,,,
BasicInfo.RunningInference_CN,推理中,,,,,,,,,
BasicInfo.RunningInference_EN,Running Inference,,,,,,,,,
BasicInfo.RunningInference_HK,推理中,,,,,,,,,
BasicInfo.RunningInference_JP,推論中,,,,,,,,,
BasicInfo.Training_CN,训练中,,,,,,,,,
BasicInfo.Training_EN,Training,,,,,,,,,
BasicInfo.Training_HK,訓練中,,,,,,,,,
BasicInfo.Training_JP,トレーニング中,,,,,,,,,
BasicInfo.VersionComparison_CN,版本对比,,,,,,,,,
BasicInfo.VersionComparison_EN,Version Comparison,,,,,,,,,
BasicInfo.VersionComparison_HK,版本對比,,,,,,,,,
BasicInfo.VersionComparison_JP,バージョン比較,,,,,,,,,
Confirm.AreYouDeletePicture_CN,确定要删除图片,,,,,,,,,
Confirm.AreYouDeletePicture_EN,Are you sure you want to delete the picture(s),,,,,,,,,
Confirm.AreYouDeletePicture_HK,確認要刪除圖片,,,,,,,,,
Confirm.AreYouDeletePicture_JP,画像の削除を確認しますか,,,,,,,,,
Confirm.Cancel_CN,取消,,,,,,,,,
Confirm.Cancel_EN,Cancel,,,,,,,,,
Confirm.Cancel_HK,取消,,,,,,,,,
Confirm.Cancel_JP,取り消し,,,,,,,,,
Confirm.CantResume_CN,不能继续恢复了,,,,,,,,,
Confirm.CantResume_EN,Cannot restore anymore,,,,,,,,,
Confirm.CantResume_HK,不能繼續恢復了,,,,,,,,,
Confirm.CantResume_JP,リストアに失敗しました。,,,,,,,,,
Confirm.CantWithdraw_CN,不能继续撤销了,,,,,,,,,
Confirm.CantWithdraw_EN,Cannot undo anymore,,,,,,,,,
Confirm.CantWithdraw_HK,不能繼續撤銷了,,,,,,,,,
Confirm.CantWithdraw_JP,元に戻す事ができませんでした。,,,,,,,,,
Confirm.ConfirmText_CN,确认要删除？,,,,,,,,,
Confirm.ConfirmText_EN,Are you sure you want to delete?,,,,,,,,,
Confirm.ConfirmText_HK,確認要刪除？？,,,,,,,,,
Confirm.ConfirmText_JP,削除を確認しますか？,,,,,,,,,
Confirm.Confirm_CN,确定,,,,,,,,,
Confirm.Confirm_EN,Confirm,,,,,,,,,
Confirm.Confirm_HK,確定,,,,,,,,,
Confirm.Confirm_JP,確認,,,,,,,,,
Confirm.Continue_CN,继续训练,,,,,,,,,
Confirm.Continue_EN,Resume Training,,,,,,,,,
Confirm.Continue_HK,繼續訓練,,,,,,,,,
Confirm.Continue_JP,トレニンーグを続ける,,,,,,,,,
Confirm.DeleteCategoryImage_CN,删除图片后将不会保留记录，确定删除吗？,,,,,,,,,
Confirm.DeleteCategoryImage_EN,After deleting the picture, the record will not be retained. Are you sure you want to delete it?,,,,,,,,
Confirm.DeleteCategoryImage_HK,刪除圖片後將不會保留記錄，確定刪除嗎？,,,,,,,,,
Confirm.DeleteCategoryImage_JP,画像を削除しても、記録は残りません。本当に削除してよろしいですか？,,,,,,,,,
Confirm.DeleteCategory_CN,删除图像类别后将不会保留记录，确定删除吗？,,,,,,,,,
Confirm.DeleteCategory_EN,The record will not be kept after deleting the image category, are you sure to delete it?,,,,,,,,
Confirm.DeleteCategory_HK,刪除圖片後將不會保留記錄，確定刪除嗎？,,,,,,,,,
Confirm.DeleteCategory_JP,画像を削除しても、記録は残りません。本当に削除してよろしいですか？,,,,,,,,,
Confirm.DeleteLabel_CN,确定要删除标注,,,,,,,,,
Confirm.DeleteLabel_EN,Are you sure you want to delete the label(s),,,,,,,,,
Confirm.DeleteLabel_HK,確定要刪除標註,,,,,,,,,
Confirm.DeleteLabel_JP,ラベルの削除を確認しますか,,,,,,,,,
Confirm.DeleteModelPrompt_CN,删除项目后将不会保留记录，确定删除吗？,,,,,,,,,
Confirm.DeleteModelPrompt_EN, After deleting a project, the record will not be retained. Are you sure you want to delete it?,,,,,,,,
Confirm.DeleteModelPrompt_HK,刪除項目後將不會保留記錄，確定刪除嗎？,,,,,,,,,
Confirm.DeleteModelPrompt_JP,項目を削除すると記録が残りませんが、よろしいですか？,,,,,,,,,
Confirm.DeleteSelectPicture_CN,确定要删除选中的,,,,,,,,,
Confirm.DeleteSelectPicture_EN,Are you sure you want to delete the selected,,,,,,,,,
Confirm.DeleteSelectPicture_HK,確定要刪除選取的,,,,,,,,,
Confirm.DeleteSelectPicture_JP,确定要删除选中的,,,,,,,,,
Confirm.Delete_CN,删除,,,,,,,,,
Confirm.Delete_EN,Confirm,,,,,,,,,
Confirm.Delete_HK,刪除,,,,,,,,,
Confirm.Delete_JP,削除,,,,,,,,,
Confirm.EditLabel_CN,修改标签,,,,,,,,,
Confirm.EditLabel_EN,Edit Labels,,,,,,,,,
Confirm.EditLabel_HK,修改標籤,,,,,,,,,
Confirm.EditLabel_JP,Edit Label,,,,,,,,,
Confirm.ErrorParams_CN,删除组件弹框参数个数不匹配，请检查一下。,,,,,,,,,
Confirm.ErrorParams_EN,The number of components to be deleted does not match with the parameters. Please check again.,,,,,,,,,
Confirm.ErrorParams_HK,刪除組件彈框參數個數不匹配，請檢查一下,,,,,,,,,
Confirm.ErrorParams_JP,削除するコンポーネントの数とパラメータが一致しません。再度ご確認ください,,,,,,,,,
Confirm.IsContinue_CN,训练数据量小于20，训练效果可能不佳，是否继续训练?,,,,,,,,,
Confirm.IsContinue_EN,Training samples are fewer than 20. It may cause poor training results. Resume training?,,,,,,,,,
Confirm.IsContinue_HK,訓練數據量小於20，訓練效果可能不佳，是否繼續訓練？,,,,,,,,,
Confirm.IsContinue_JP,２０以下のトレニンーグデータ量で、トレニンーグ効果は良くない可能性があるが、トレニンーグを続きますか？,,,,,,,,,
Confirm.Label_CN,个标注,,,,,,,,,
Confirm.Label_EN,label(s),,,,,,,,,
Confirm.Label_HK,個標註,,,,,,,,,
Confirm.Label_JP,个标注,,,,,,,,,
Confirm.MaxCategories_CN,图像类别不可大于8种,,,,,,,,,
Confirm.MaxCategories_EN,Image category cannot be greater than 8,,,,,,,,,
Confirm.MaxCategories_HK,圖像類別不可大於8種,,,,,,,,,
Confirm.MaxCategories_JP,画像カテゴリは8を超えることはできません,,,,,,,,,
Confirm.Picture_CN,张图片,,,,,,,,,
Confirm.Picture_EN,picture(s),,,,,,,,,
Confirm.Picture_HK,張圖片,,,,,,,,,
Confirm.Picture_JP,张图片,,,,,,,,,
Confirm.PromptText_CN,删除项目后将不会保留记录，确定删除吗？,,,,,,,,,
Confirm.PromptText_EN,After deleting a project, the record will not be retained. Are you sure you want to delete it?,,,,,,,,
Confirm.PromptText_HK,刪除項目後將不會保留記錄，確定刪除嗎？,,,,,,,,,
Confirm.PromptText_JP,「警告」 項目を削除すると記録が残りませんが、よろしいですか？,,,,,,,,,
Confirm.Prompt_CN,温馨提示,,,,,,,,,
Confirm.Prompt_EN,Tips,,,,,,,,,
Confirm.Prompt_HK,溫馨提示,,,,,,,,,
Confirm.Prompt_JP,ヒント,,,,,,,,,
Confirm.RevocationSuccessful_CN,撤销成功,,,,,,,,,
Confirm.RevocationSuccessful_EN,Undo successfully.,,,,,,,,,
Confirm.RevocationSuccessful_HK,撤銷成功,,,,,,,,,
Confirm.RevocationSuccessful_JP,元に戻す事に成功しました,,,,,,,,,
Confirm.SaveFailed_CN,保存失败,,,,,,,,,
Confirm.SaveFailed_EN,Saving failed.,,,,,,,,,
Confirm.SaveFailed_HK,保存失敗,,,,,,,,,
Confirm.SaveFailed_JP,保存が失敗しました,,,,,,,,,
Confirm.SavedSuccessfully_CN,保存成功,,,,,,,,,
Confirm.SavedSuccessfully_EN,Saved.,,,,,,,,,
Confirm.SavedSuccessfully_HK,保存成功,,,,,,,,,
Confirm.SavedSuccessfully_JP,保存に成功しました。,,,,,,,,,
Confirm.SuccessfulRecovery_CN,恢复成功,,,,,,,,,
Confirm.SuccessfulRecovery_EN,restore successfully,,,,,,,,,
Confirm.SuccessfulRecovery_HK,恢復成功,,,,,,,,,
Confirm.SuccessfulRecovery_JP,リストアに成功しました。,,,,,,,,,
Confirm.repeatedText_CN,项目名称重复，请修改,,,,,,,,,
Confirm.repeatedText_EN,Duplicate project name, please modify,,,,,,,,
Confirm.repeatedText_HK,項目名稱重複，請修改,,,,,,,,,
Confirm.repeatedText_JP,プロジェクト名が重複しています。変更してください。,,,,,,,,,
DataDivider.AutoSplitSuccess_CN,自动划分所属成功,,,,,,,,,
DataDivider.AutoSplitSuccess_EN,Auto-split successfully,,,,,,,,,
DataDivider.AutoSplitSuccess_HK,自動劃分所屬成功,,,,,,,,,
DataDivider.AutoSplitSuccess_JP,自動分割に成功しました。,,,,,,,,,
DataDivider.AutoSplit_CN,自动划分,,,,,,,,,
DataDivider.AutoSplit_EN,Auto-split,,,,,,,,,
DataDivider.AutoSplit_HK,自動劃分,,,,,,,,,
DataDivider.AutoSplit_JP,自動分割,,,,,,,,,
DataDivider.DatasetSplit_CN,数据集划分,,,,,,,,,
DataDivider.DatasetSplit_EN,Dataset Split,,,,,,,,,
DataDivider.DatasetSplit_HK,數據集劃分,,,,,,,,,
DataDivider.DatasetSplit_JP,データセグメンテーション,,,,,,,,,
DataDivider.NeedToLabel_CN,已标注的图像数据，需按一定的比例用于训练或者测试。,,,,,,,,,
DataDivider.NeedToLabel_EN,The labeled images needs to be used for training or test in a certain proportion.,,,,,,,,,
DataDivider.NeedToLabel_HK,已標註的圖像數據，需按一定的比例用於訓練或者測試。,,,,,,,,,
DataDivider.NeedToLabel_JP,アノテーションされた画像データは、トレーニングやテストに一定の割合で使用する必要があります。,,,,,,,,,
DataDivider.RemoveSuccess_CN,清空所属成功,,,,,,,,,
DataDivider.RemoveSuccess_EN,Clear tag successfully,,,,,,,,,
DataDivider.RemoveSuccess_HK,清空所屬成功,,,,,,,,,
DataDivider.RemoveSuccess_JP,タグのクリアが成功しました。,,,,,,,,,
DataDivider.Remove_CN,清空,,,,,,,,,
DataDivider.Remove_EN,Remove,,,,,,,,,
DataDivider.Remove_HK,清空,,,,,,,,,
DataDivider.Remove_JP,空,,,,,,,,,
DataDivider.TrainTestRatio_CN,训练比例,,,,,,,,,
DataDivider.TrainTestRatio_EN,Train/Test Ratio,,,,,,,,,
DataDivider.TrainTestRatio_HK,訓練比例,,,,,,,,,
DataDivider.TrainTestRatio_JP,トレーニング比率,,,,,,,,,
DataDivider.labelFeature_CN,请先标注特征再训练,,,,,,,,,
DataDivider.labelFeature_EN,Please label the features before training,,,,,,,,,
DataDivider.labelFeature_HK,請先標註特徵再訓練,,,,,,,,,
DataDivider.labelFeature_JP,トレーニングの前に機能にラベルを貼ってください,,,,,,,,,
ErrorPage.Homepage_CN,返回首页,,,,,,,,,
ErrorPage.Homepage_EN,Homepage,,,,,,,,,
ErrorPage.Homepage_HK,返回首頁,,,,,,,,,
ErrorPage.Homepage_JP,家に帰る,,,,,,,,,
ErrorPage.NoExitProject_CN,项目不存在，请返回首页,,,,,,,,,
ErrorPage.NoExitProject_EN,The project does not exist,back to homepage,,,,,,,,
ErrorPage.NoExitProject_HK,項目不存在，請返回首頁,,,,,,,,,
ErrorPage.NoExitProject_JP,アイテムが存在しません。ホームページに戻ってください,,,,,,,,,
ErrorPage.SwitchAccount_CN,切换账号,,,,,,,,,
ErrorPage.SwitchAccount_EN,Switch Account,,,,,,,,,
ErrorPage.SwitchAccount_HK,切換賬號,,,,,,,,,
ErrorPage.SwitchAccount_JP,アカウントを切り替える,,,,,,,,,
ErrorPage.Unauthorized_CN,您没有权限访问该项目，请重新登录,,,,,,,,,
ErrorPage.Unauthorized_EN,Sorry, you do not have access,please login again,,,,,,,
ErrorPage.Unauthorized_HK,您沒有權限訪問該項目，請重新登錄,,,,,,,,,
ErrorPage.Unauthorized_JP,このアイテムにアクセスする権限がありません。もう一度ログインしてください,,,,,,,,,
Filter.EnterSearch_CN,请输入搜索,,,,,,,,,
Filter.EnterSearch_EN,Please enter a file name to search,,,,,,,,,
Filter.EnterSearch_HK,請輸入搜索,,,,,,,,,
Filter.EnterSearch_JP,検索するファイル名を入力してください,,,,,,,,,
Filter.ImageNameSearch_CN,请输入图片名称搜索,,,,,,,,,
Filter.ImageNameSearch_EN,Please enter image name,,,,,,,,,
Filter.ImageNameSearch_HK,請輸入圖片名稱,,,,,,,,,
Filter.ImageNameSearch_JP,入ってください,,,,,,,,,
Filter.InputImageName_CN,请输入图片名称,,,,,,,,,
Filter.InputImageName_EN,Please enter image name,,,,,,,,,
Filter.InputImageName_HK,請輸入圖片名稱,,,,,,,,,
Filter.InputImageName_JP,入ってください,,,,,,,,,
Filter.ProjectCreated_CN,创建项目成功,,,,,,,,,
Filter.ProjectCreated_EN,Project Created,,,,,,,,,
Filter.ProjectCreated_HK,Project Created,,,,,,,,,
Filter.ProjectCreated_JP,Project Created,,,,,,,,,
Filter.Reset_CN,重置,,,,,,,,,
Filter.Reset_EN,Reset,,,,,,,,,
Filter.Reset_HK,重置,,,,,,,,,
Filter.Reset_JP,リセット,,,,,,,,,
Filter.SelectAll_CN,全选,,,,,,,,,
Filter.SelectAll_EN,Select All,,,,,,,,,
Filter.SelectAll_HK,全選,,,,,,,,,
Filter.SelectAll_JP,すべて選択,,,,,,,,,
Filter.UnSelectAll_CN,取消全选,,,,,,,,,
Filter.UnSelectAll_EN,deSelect All,,,,,,,,,
Filter.UnSelectAll_HK,取消全選,,,,,,,,,
Filter.UnSelectAll_JP,すべての選択を解除,,,,,,,,,
Filter.noDataAvailable_CN,暂无可选数据,,,,,,,,,
Filter.noDataAvailable_EN,No Search Results,,,,,,,,,
Filter.noDataAvailable_HK,暫無可選數據,,,,,,,,,
Filter.noDataAvailable_JP,No data available,,,,,,,,,
Filter.noResult_CN,暂无搜索结果,,,,,,,,,
Filter.noResult_EN,No Search Results,,,,,,,,,
Filter.noResult_HK,暫無搜索結果,,,,,,,,,
Filter.noResult_JP,検索結果はまだありません,,,,,,,,,
ImageCategory.AddClass_CN,新增图像类别,,,,,,,,,
ImageCategory.AddClass_EN,Add Class,,,,,,,,,
ImageCategory.AddClass_HK,新增圖像類別,,,,,,,,,
ImageCategory.AddClass_JP,新しい画像のカテゴリー,,,,,,,,,
ImageCategory.CannotDeleteImage_CN,请停止训练或推理后再删除图片,,,,,,,,,
ImageCategory.CannotDeleteImage_EN,Please stop training or inference before deleting pictures,,,,,,,,,
ImageCategory.CannotDeleteImage_HK,請停止訓練或推理後再刪除圖片,,,,,,,,,
ImageCategory.CannotDeleteImage_JP,写真を削除する前に、トレーニングまたは推論操作を停止してください。,,,,,,,,,
ImageCategory.DeleteImage_CN,删除图片,,,,,,,,,
ImageCategory.DeleteImage_EN,Delete Image,,,,,,,,,
ImageCategory.DeleteImage_HK,刪除圖片,,,,,,,,,
ImageCategory.DeleteImage_JP,画像の削除,,,,,,,,,
